#col0row7[msb-lsb],col0row6[msb-lst],....,col0row0[msb-lst]#
#col1row7[msb-lsb],col1row6[msb-lst],....,col1row0[msb-lst]#
#................#
0,-2,-5,4,0,2,1,2,-1,0,-1,1,2,-2,0,0,
2,-7,-1,4,1,-2,0,2,2,1,-6,1,2,0,3,2,
2,-7,4,-2,5,3,1,2,1,1,-7,-5,3,1,2,1,
1,-2,0,-2,1,1,1,0,0,0,-2,-1,1,0,0,1,
0,1,-1,-1,0,-3,0,-1,1,1,0,0,-1,0,-1,0,
1,-6,-3,-4,2,2,-1,0,0,-1,-4,-4,1,0,-1,2,
2,-3,0,-3,2,2,-1,1,0,-1,-2,0,2,1,1,2,
1,-1,-4,4,3,4,-1,1,0,0,-6,2,1,0,0,2,
