#col0row7[msb-lsb],col0row6[msb-lst],....,col0row0[msb-lst]#
#col1row7[msb-lsb],col1row6[msb-lst],....,col1row0[msb-lst]#
#................#
-1,-1,-1,-1,0,-2,-1,-4,
7,0,0,-4,7,4,-2,-5,
-5,3,0,-1,-3,-7,7,-7,
0,0,-1,-2,-1,-1,1,-1,
-7,-5,7,-4,1,-7,0,7,
-7,-1,7,-5,1,-7,-3,7,
7,7,-5,2,1,-7,7,7,
7,-3,2,-2,7,1,7,-7,
