#col0row7[msb-lsb],col0row6[msb-lst],....,col0row0[msb-lst]#
#col1row7[msb-lsb],col1row6[msb-lst],....,col1row0[msb-lst]#
#................#
-4,-5,-2,2,0,-2,1,-7,
-2,-2,4,-2,7,0,-7,-1,
-4,-2,4,0,-3,-7,-7,2,
-2,-2,-1,0,-2,-1,-1,-2,
-7,2,4,-2,7,-3,-7,-7,
-1,0,2,-2,7,-2,0,-1,
-7,1,-5,0,1,-7,-7,7,
0,-3,1,-1,-7,-7,-2,3,
