#col0row7[msb-lsb],col0row6[msb-lst],....,col0row0[msb-lst]#
#col1row7[msb-lsb],col1row6[msb-lst],....,col1row0[msb-lst]#
#................#
-2,-4,-4,-1,0,-2,-1,-7,
-3,0,5,-5,7,4,-7,1,
4,-3,1,-2,-4,-7,7,0,
-2,-1,-2,-1,0,-2,0,-2,
-7,-7,-1,-4,-1,3,7,7,
-3,-1,-3,-3,7,-7,7,2,
1,4,3,3,-4,-7,-1,0,
0,-7,1,-4,-7,7,7,4,
